Barrier ID,Site Name,Watershed Name   ,Structure Owner,Structure Type,Partial Passability,Partial Passability  Details,Number of Structures in Set ,Habitat Gain (km)*,Upstream Habitat Quality,Reason,Next Step
197620,Triple Cr @ rail (197620),Sustut River,CN,Stream crossing - CBS,No,n/a,1,12.2,Medium,High quality steelhead stream,Engage with partners
